#station_name,latitude,longitude,timestamp,record,temperature,air_humidity,pressure,solar_radiation,soil_temperature,wind_velocity,wind_direction
#,deg,deg,ts,rn,c,%,mbar,w/m2,deg_c,m/s,deg
Station1,53.480759,-2.242631,2014-05-23 15:45:00,2995,18.48,61.11,742.1613,372.4203,18.81,0.994,331.1
Station1,53.480759,-2.242631,2014-05-23 15:50:00,2996,18.58,61.02,742.2001,311.1107,18.82,1.343,56.11514
Station1,53.480759,-2.242631,2014-05-23 15:55:00,2997,18.41,63.14,742.207,296.6745,18.84,1.449,56.62319
Station1,53.480759,-2.242631,2014-05-23 16:00:00,2998,18.32,62.44,742.1663,273.0964,18.86,0.962,48.67302
Station1,53.480759,-2.242631,2014-05-23 16:05:00,2999,18.61,63.41,742.155,295.0302,18.87,0.988,351.4057
Station1,53.480759,-2.242631,2014-05-23 16:10:00,3000,18.47,63.15,742.1482,389.6167,18.89,1.627,340.3928
Station1,53.480759,-2.242631,2014-05-23 16:15:00,3001,18.8,63.57,742.1278,413.9171,18.9,1.635,73.82698
Station1,53.480759,-2.242631,2014-05-23 16:20:00,3002,18.42,64.25,742.1342,226.4575,18.93,1.351,25.30181
Station1,53.480759,-2.242631,2014-05-23 16:25:00,3003,18.51,66.28,742.1332,256.4384,18.94,0.991,57.22484
Station1,53.480759,-2.242631,2014-05-23 16:30:00,3004,18.28,65.14,742.1379,230.5263,18.96,1.255,36.47025
Station1,53.480759,-2.242631,2014-05-23 16:35:00,3005,17.9,67.43,742.1741,237.1198,18.97,1.361,31.81049
Station1,53.480759,-2.242631,2014-05-23 16:40:00,3006,17.95,67.66,742.2546,256.3016,18.99,1.476,1.867855
Station1,53.480759,-2.242631,2014-05-23 16:45:00,3007,17.68,68.21,742.2933,189.9354,19,1.095,19.62083
Station1,53.480759,-2.242631,2014-05-23 16:50:00,3008,17.82,70.07,742.2857,167.7689,19.02,0.916,353.6419
Station1,53.480759,-2.242631,2014-05-23 16:55:00,3009,17.63,69.77,742.3975,149.8701,19.04,0.962,50.37832
Station1,53.480759,-2.242631,2014-05-23 17:00:00,3010,17.52,69.27,742.433,128.7821,19.05,0.988,56.15865
Station1,53.480759,-2.242631,2014-05-23 17:05:00,3011,17.2,69.61,742.4543,116.1424,19.06,0.946,84.77597
Station1,53.480759,-2.242631,2014-05-23 17:10:00,3012,16.99,69.3,742.4807,106.0636,19.08,1.313,32.90052
Station1,53.480759,-2.242631,2014-05-23 17:15:00,3013,16.69,69.52,742.4781,89.34891,19.1,1.292,70.68259
Station1,53.480759,-2.242631,2014-05-23 17:20:00,3014,16.48,71.6,742.4566,82.52982,19.11,0.9,102.2191
Station1,53.480759,-2.242631,2014-05-23 17:25:00,3015,16.37,71.19,742.5333,72.37218,19.12,0.757,112.2524
Station1,53.480759,-2.242631,2014-05-23 17:30:00,3016,16.24,70.95,742.5906,71.01957,19.14,1.087,111.0119
Station1,53.480759,-2.242631,2014-05-23 17:35:00,3017,16.19,70.96,742.6729,63.5784,19.15,0.714,309.3066
Station1,53.480759,-2.242631,2014-05-23 17:40:00,3018,16.2,70.92,742.7782,50.83797,19.17,0.673,170.1955
Station1,53.480759,-2.242631,2014-05-23 17:45:00,3019,16.09,71.54,742.9102,37.71414,19.18,0.959,90.08389
Station1,53.480759,-2.242631,2014-05-23 17:50:00,3020,15.99,71.08,743.0155,22.57211,19.19,0.996,78.35299
Station1,53.480759,-2.242631,2014-05-23 17:55:00,3021,15.9,71.71,743.1049,13.12401,19.2,0.55,102.3975
Station1,53.480759,-2.242631,2014-05-23 18:00:00,3022,15.86,70.79,743.1755,6.450126,19.21,0.63,98.13152
Station1,53.480759,-2.242631,2014-05-23 18:05:00,3023,15.84,72.16,743.2769,3.157718,19.22,0.354,341.3312
Station1,53.480759,-2.242631,2014-05-23 18:10:00,3024,15.84,71.38,743.2947,2.390956,19.24,0.565,310.9508
Station1,53.480759,-2.242631,2014-05-23 18:15:00,3025,15.84,70.76,743.3049,1.612802,19.25,0.746,342.1301
Station1,53.480759,-2.242631,2014-05-23 18:20:00,3026,15.88,69.08,743.3731,0.6767079,19.27,0.368,343.0471
Station1,53.480759,-2.242631,2014-05-23 18:25:00,3027,15.89,69.68,743.4877,0.2706871,19.27,0.012,200.0405
Station1,53.480759,-2.242631,2014-05-23 18:30:00,3028,15.9,67.65,743.5891,0,19.28,0.574,159.2141
Station1,53.480759,-2.242631,2014-05-23 18:35:00,3029,15.86,68.38,743.6429,0,19.3,0.334,84.54211
Station1,53.480759,-2.242631,2014-05-23 18:40:00,3030,15.82,67.35,743.7133,0,19.3,0.569,74.95699
Station1,53.480759,-2.242631,2014-05-23 18:45:00,3031,15.83,67.53,743.8275,0,19.31,0.761,247.5121
Station1,53.480759,-2.242631,2014-05-23 18:50:00,3032,15.8,71.29,743.8881,0,19.32,1.06,289.351
Station1,53.480759,-2.242631,2014-05-23 18:55:00,3033,15.6,77.11,743.9887,0,19.33,0.647,305.5563
Station1,53.480759,-2.242631,2014-05-23 19:00:00,3034,15.49,78.37,744.0164,0,19.35,0.309,239.7276
Station1,53.480759,-2.242631,2014-05-23 19:05:00,3035,15.46,78.82,744.1102,0,19.35,0.349,227.9335
Station1,53.480759,-2.242631,2014-05-23 19:10:00,3036,15.39,79.94,744.1447,0,19.35,0.438,249.8122
Station1,53.480759,-2.242631,2014-05-23 19:15:00,3037,15.3,82,744.1635,0,19.37,0.302,144.1407
Station1,53.480759,-2.242631,2014-05-23 19:20:00,3038,15.18,82.7,744.261,0,19.37,0.512,238.7007
Station1,53.480759,-2.242631,2014-05-23 19:25:00,3039,15.05,83.2,744.3287,0,19.38,0.799,288.5215
Station1,53.480759,-2.242631,2014-05-23 19:30:00,3040,14.91,84.6,744.4277,0,19.38,0.576,285.2538
Station1,53.480759,-2.242631,2014-05-23 19:35:00,3041,14.87,84.8,744.4998,0,19.4,0.698,275.6683
Station1,53.480759,-2.242631,2014-05-23 19:40:00,3042,14.8,86.1,744.593,0,19.41,0.794,261.9499
Station1,53.480759,-2.242631,2014-05-23 19:45:00,3043,14.54,89.4,744.7166,0,19.41,0.671,309.5229
Station1,53.480759,-2.242631,2014-05-23 19:50:00,3044,14.17,93.2,744.7645,0,19.41,0.528,294.0996
Station1,53.480759,-2.242631,2014-05-23 19:55:00,3045,13.9,93.5,744.8571,0,19.41,0.858,275.6921
Station1,53.480759,-2.242631,2014-05-23 20:00:00,3046,13.75,94.6,744.8812,0,19.42,0.39,212.1679
Station1,53.480759,-2.242631,2014-05-23 20:05:00,3047,13.51,94.1,744.918,0,19.42,0.916,188.3355
Station1,53.480759,-2.242631,2014-05-23 20:10:00,3048,13.31,93.9,744.9896,0,19.43,0.693,208.7582
Station1,53.480759,-2.242631,2014-05-23 20:15:00,3049,13.15,93.8,744.9993,0,19.44,1.028,212.0789
Station1,53.480759,-2.242631,2014-05-23 20:20:00,3050,13.14,94.7,745.0246,0,19.44,0.922,200.0783
Station1,53.480759,-2.242631,2014-05-23 20:25:00,3051,13.16,94.3,745.0089,0,19.44,0.986,202.6899
Station1,53.480759,-2.242631,2014-05-23 20:30:00,3052,13.07,94.7,745.0317,0,19.44,0.978,213.3176
Station1,53.480759,-2.242631,2014-05-23 20:35:00,3053,12.97,95.3,745.0202,0,19.44,1.02,207.1736
Station1,53.480759,-2.242631,2014-05-23 20:40:00,3054,12.95,95.5,745.0209,0,19.43,0.964,201.8692
Station1,53.480759,-2.242631,2014-05-23 20:45:00,3055,12.93,95.8,745.1248,0,19.43,0.73,210.9894
Station1,53.480759,-2.242631,2014-05-23 20:50:00,3056,12.97,96.2,745.1399,0,19.43,0.549,215.6229
Station1,53.480759,-2.242631,2014-05-23 20:55:00,3057,12.98,96,745.2306,0,19.43,0.743,208.2617
Station1,53.480759,-2.242631,2014-05-23 21:00:00,3058,12.97,96.5,745.2784,0,19.43,0.231,186.9618
Station1,53.480759,-2.242631,2014-05-23 21:05:00,3059,13,95.8,745.2799,0,19.43,0.47,177.786
Station1,53.480759,-2.242631,2014-05-23 21:10:00,3060,13.01,95.3,745.2952,0,19.44,0.509,198.2994
Station1,53.480759,-2.242631,2014-05-23 21:15:00,3061,13.07,96.6,745.2988,0,19.44,0.051,214.0751
Station1,53.480759,-2.242631,2014-05-23 21:20:00,3062,13.09,97.1,745.3049,0,19.44,0,0
Station1,53.480759,-2.242631,2014-05-23 21:25:00,3063,13.12,97.2,745.316,0,19.44,0.446,52.11102
Station1,53.480759,-2.242631,2014-05-23 21:30:00,3064,13.13,97.3,745.3715,0,19.44,0.065,75.34521
Station1,53.480759,-2.242631,2014-05-23 21:35:00,3065,13.16,97.8,745.3301,0,19.44,0.057,52.25446
Station1,53.480759,-2.242631,2014-05-23 21:40:00,3066,13.1,97.3,745.3748,0,19.44,0.103,67.03008
Station1,53.480759,-2.242631,2014-05-23 21:45:00,3067,13.12,97,745.4138,0,19.45,0,0
Station1,53.480759,-2.242631,2014-05-23 21:50:00,3068,13.18,97.2,745.3399,0,19.45,0,0
Station1,53.480759,-2.242631,2014-05-23 21:55:00,3069,13.21,97.7,745.3229,0,19.44,0.041,290.9079
Station1,53.480759,-2.242631,2014-05-23 22:00:00,3070,13.21,97.8,745.3337,0,19.44,0.449,304.0584
Station1,53.480759,-2.242631,2014-05-23 22:05:00,3071,13.14,97,745.3425,0,19.43,0.823,281.2321
Station1,53.480759,-2.242631,2014-05-23 22:10:00,3072,13.12,97.3,745.3718,0,19.43,0.268,243.7532
Station1,53.480759,-2.242631,2014-05-23 22:15:00,3073,13.11,97.9,745.4229,0,19.43,0.505,265.8555
Station1,53.480759,-2.242631,2014-05-23 22:20:00,3074,13.12,98.1,745.4116,0,19.43,0.089,279.3762
Station1,53.480759,-2.242631,2014-05-23 22:25:00,3075,13.17,98.5,745.4537,0,19.43,0.313,270.5642
Station1,53.480759,-2.242631,2014-05-23 22:30:00,3076,13.19,98.6,745.4391,0,19.43,0.22,253.4715
Station1,53.480759,-2.242631,2014-05-23 22:35:00,3077,13.17,98.6,745.5527,0,19.42,0.619,311.3219
Station1,53.480759,-2.242631,2014-05-23 22:40:00,3078,12.93,97.8,745.5779,0,19.42,0.751,304.4125
Station1,53.480759,-2.242631,2014-05-23 22:45:00,3079,12.85,97.7,745.5814,0,19.42,0.453,300.0662
Station1,53.480759,-2.242631,2014-05-23 22:50:00,3080,12.85,97.8,745.5825,0,19.41,0.036,350.7978
Station1,53.480759,-2.242631,2014-05-23 22:55:00,3081,12.93,98.2,745.559,0,19.41,0.083,211.2392
Station1,53.480759,-2.242631,2014-05-23 23:00:00,3082,13.01,98.6,745.522,0,19.41,0.317,164.1992
Station1,53.480759,-2.242631,2014-05-23 23:05:00,3083,13.02,98.3,745.4652,0,19.4,0.237,126.9305
Station1,53.480759,-2.242631,2014-05-23 23:10:00,3084,12.99,98,745.4606,0,19.39,0.301,184.9691
Station1,53.480759,-2.242631,2014-05-23 23:15:00,3085,13.01,97.9,745.4501,0,19.38,0.012,39.97458
Station1,53.480759,-2.242631,2014-05-23 23:20:00,3086,12.99,97.2,745.4854,0,19.38,0.253,293.3256
Station1,53.480759,-2.242631,2014-05-23 23:25:00,3087,13.05,97.9,745.5599,0,19.38,0.185,302.4822
Station1,53.480759,-2.242631,2014-05-23 23:30:00,3088,13.06,98.3,745.545,0,19.38,0,0
Station1,53.480759,-2.242631,2014-05-23 23:35:00,3089,13.05,98.5,745.5471,0,19.37,0.28,28.73149
Station1,53.480759,-2.242631,2014-05-23 23:40:00,3090,12.98,98.3,745.5731,0,19.37,0.581,346.1718
Station1,53.480759,-2.242631,2014-05-23 23:45:00,3091,12.97,98.4,745.517,0,19.36,0.326,318.8727
Station1,53.480759,-2.242631,2014-05-23 23:50:00,3092,13,98.8,745.4358,0,19.36,0.589,305.4035
Station1,53.480759,-2.242631,2014-05-23 23:55:00,3093,12.99,99,745.4436,0,19.35,0.613,310.4868
Station1,53.480759,-2.242631,2014-05-24 00:00:00,3094,13,99.2,745.4482,0,19.34,0.679,291.6866
Station1,53.480759,-2.242631,2014-05-24 00:05:00,3095,13.01,99.3,745.4249,0,19.34,0.53,275.6234
Station1,53.480759,-2.242631,2014-05-24 00:10:00,3096,13,99.4,745.4433,0,19.33,0.124,301.8013
Station1,53.480759,-2.242631,2014-05-24 00:15:00,3097,13,99.3,745.4291,0,19.33,0,0
Station1,53.480759,-2.242631,2014-05-24 00:20:00,3098,12.92,98.8,745.4202,0,19.33,0,0
Station1,53.480759,-2.242631,2014-05-24 00:25:00,3099,12.93,98.7,745.3837,0,19.31,0,0
Station1,53.480759,-2.242631,2014-05-24 00:30:00,3100,12.96,98.5,745.3052,0,19.31,0,0
Station1,53.480759,-2.242631,2014-05-24 00:35:00,3101,13,98.7,745.3022,0,19.31,0,0
Station1,53.480759,-2.242631,2014-05-24 00:40:00,3102,12.99,98.5,745.249,0,19.3,0.048,166.3336
Station1,53.480759,-2.242631,2014-05-24 00:45:00,3103,12.98,98.1,745.217,0,19.29,0.068,90.29276
Station1,53.480759,-2.242631,2014-05-24 00:50:00,3104,12.96,97.4,745.1741,0,19.29,0.276,81.94692
Station1,53.480759,-2.242631,2014-05-24 00:55:00,3105,12.91,97,745.1776,0,19.29,0.698,83.69897
Station1,53.480759,-2.242631,2014-05-24 01:00:00,3106,12.9,97.6,745.0931,0,19.28,0.326,116.5022
Station1,53.480759,-2.242631,2014-05-24 01:05:00,3107,12.85,98,745.0294,0,19.27,0.552,71.69327
Station1,53.480759,-2.242631,2014-05-24 01:10:00,3108,12.78,98.1,745.008,0,19.27,0.508,52.39714
Station1,53.480759,-2.242631,2014-05-24 01:15:00,3109,12.56,97.5,744.899,0,19.26,0.709,84.14963
Station1,53.480759,-2.242631,2014-05-24 01:20:00,3110,12.51,98.5,744.8738,0,19.24,0.533,79.17314
Station1,53.480759,-2.242631,2014-05-24 01:25:00,3111,12.48,98.9,744.8189,0,19.24,0.169,93.83026
Station1,53.480759,-2.242631,2014-05-24 01:30:00,3112,12.46,99,744.7667,0,19.24,0.48,80.8622
Station1,53.480759,-2.242631,2014-05-24 01:35:00,3113,12.44,98.6,744.7618,0,19.23,0.277,72.7062
Station1,53.480759,-2.242631,2014-05-24 01:40:00,3114,12.49,98.6,744.7468,0,19.22,0.269,344.3061
Station1,53.480759,-2.242631,2014-05-24 01:45:00,3115,12.53,99,744.7076,0,19.22,0,0
Station1,53.480759,-2.242631,2014-05-24 01:50:00,3116,12.51,99.2,744.6666,0,19.22,0,0
Station1,53.480759,-2.242631,2014-05-24 01:55:00,3117,12.45,98.9,744.64,0,19.2,0,0
Station1,53.480759,-2.242631,2014-05-24 02:00:00,3118,12.5,98.8,744.6104,0,19.2,0.044,127.5386
Station1,53.480759,-2.242631,2014-05-24 02:05:00,3119,12.58,99,744.5784,0,19.2,0,0
Station1,53.480759,-2.242631,2014-05-24 02:10:00,3120,12.58,99.2,744.5013,0,19.19,0,0
Station1,53.480759,-2.242631,2014-05-24 02:15:00,3121,12.5,99.1,744.4577,0,19.18,0,0
Station1,53.480759,-2.242631,2014-05-24 02:20:00,3122,12.5,99.1,744.3737,0,19.17,0,0
Station1,53.480759,-2.242631,2014-05-24 02:25:00,3123,12.42,99,744.316,0,19.17,0,0
Station1,53.480759,-2.242631,2014-05-24 02:30:00,3124,12.43,99,744.2087,0,19.15,0,0
Station1,53.480759,-2.242631,2014-05-24 02:35:00,3125,12.42,99,744.2298,0,19.15,0,0
Station1,53.480759,-2.242631,2014-05-24 02:40:00,3126,12.33,98.3,744.1348,0,19.15,0,0
Station1,53.480759,-2.242631,2014-05-24 02:45:00,3127,12.31,97.9,744.0919,0,19.14,0,0
Station1,53.480759,-2.242631,2014-05-24 02:50:00,3128,12.37,98.2,744.0784,0,19.13,0.012,288.1959
Station1,53.480759,-2.242631,2014-05-24 02:55:00,3129,12.42,98.9,744.0693,0,19.13,0.092,257.3972
Station1,53.480759,-2.242631,2014-05-24 03:00:00,3130,12.42,99.2,744.0512,0,19.12,0,0
Station1,53.480759,-2.242631,2014-05-24 03:05:00,3131,12.44,99.4,744.0648,0,19.11,0,0
Station1,53.480759,-2.242631,2014-05-24 03:10:00,3132,12.47,99.5,744.0852,0,19.11,0,0
Station1,53.480759,-2.242631,2014-05-24 03:15:00,3133,12.46,99.6,744.1124,0,19.1,0,0
Station1,53.480759,-2.242631,2014-05-24 03:20:00,3134,12.47,99.7,744.0898,0,19.09,0,0
Station1,53.480759,-2.242631,2014-05-24 03:25:00,3135,12.48,99.8,744.0784,0,19.08,0.37,199.2525
Station1,53.480759,-2.242631,2014-05-24 03:30:00,3136,12.44,99.7,744.0898,0,19.08,0.834,276.9435
Station1,53.480759,-2.242631,2014-05-24 03:35:00,3137,12.37,99.2,744.0784,0,19.08,0.374,306.3312
Station1,53.480759,-2.242631,2014-05-24 03:40:00,3138,12.45,99.4,744.0807,0,19.06,0.165,318.0306
Station1,53.480759,-2.242631,2014-05-24 03:45:00,3139,12.45,99.5,744.058,0,19.06,0,0
Station1,53.480759,-2.242631,2014-05-24 03:50:00,3140,12.42,99.4,744.0195,0,19.06,0,0
Station1,53.480759,-2.242631,2014-05-24 03:55:00,3141,12.37,99.2,743.9741,0,19.05,0.305,322.1302
Station1,53.480759,-2.242631,2014-05-24 04:00:00,3142,12.31,98.9,743.9922,0,19.04,0.398,344.8081
Station1,53.480759,-2.242631,2014-05-24 04:05:00,3143,12.29,98.8,744.0126,0,19.03,0,0
Station1,53.480759,-2.242631,2014-05-24 04:10:00,3144,12.29,99,744.0852,0,19.02,0.219,66.5276
Station1,53.480759,-2.242631,2014-05-24 04:15:00,3145,12.26,99.1,744.0829,0,19.01,0.012,109.1636
Station1,53.480759,-2.242631,2014-05-24 04:20:00,3146,12.23,99.2,744.1034,0,19.01,0,0
Station1,53.480759,-2.242631,2014-05-24 04:25:00,3147,12.24,99.5,744.126,0,19.01,0.244,72.53781
Station1,53.480759,-2.242631,2014-05-24 04:30:00,3148,12.2,99.5,744.2281,0,19,0.316,73.62437
Station1,53.480759,-2.242631,2014-05-24 04:35:00,3149,12.19,99.5,744.2191,0,18.99,0.231,77.47807
Station1,53.480759,-2.242631,2014-05-24 04:40:00,3150,12.2,99.6,744.2372,0,18.99,0.135,120.6289
Station1,53.480759,-2.242631,2014-05-24 04:45:00,3151,12.11,99.4,744.2168,0,18.97,0.305,100.4577
Station1,53.480759,-2.242631,2014-05-24 04:50:00,3152,12.12,99.3,744.2281,0,18.97,0,0
Station1,53.480759,-2.242631,2014-05-24 04:55:00,3153,12.1,99.5,744.2418,0,18.96,0,0
Station1,53.480759,-2.242631,2014-05-24 05:00:00,3154,12.07,99.7,744.3234,0,18.95,0,0
Station1,53.480759,-2.242631,2014-05-24 05:05:00,3155,12.04,99.8,744.371,0,18.95,0,0
Station1,53.480759,-2.242631,2014-05-24 05:10:00,3156,12.03,99.9,744.4187,0,18.94,0.012,146.9887
Station1,53.480759,-2.242631,2014-05-24 05:15:00,3157,12,100,744.4572,0,18.94,0,0
Station1,53.480759,-2.242631,2014-05-24 05:20:00,3158,11.99,100,744.5003,0,18.92,0,0
Station1,53.480759,-2.242631,2014-05-24 05:25:00,3159,11.99,100,744.5344,0,18.92,0,0
Station1,53.480759,-2.242631,2014-05-24 05:30:00,3160,12.02,100,744.5616,0,18.92,0,0
Station1,53.480759,-2.242631,2014-05-24 05:35:00,3161,12.01,100,744.6205,0,18.9,0.024,30.89213
Station1,53.480759,-2.242631,2014-05-24 05:40:00,3162,12.04,100,744.6523,0,18.9,0,0
Station1,53.480759,-2.242631,2014-05-24 05:45:00,3163,12.1,100,744.7521,0,18.9,0,0
Station1,53.480759,-2.242631,2014-05-24 05:50:00,3164,12.09,100,744.7635,0,18.88,0,0
Station1,53.480759,-2.242631,2014-05-24 05:55:00,3165,12.09,100,744.7839,0,18.87,0,0
Station1,53.480759,-2.242631,2014-05-24 06:00:00,3166,12.11,100,744.8066,0,18.87,0,0
Station1,53.480759,-2.242631,2014-05-24 06:05:00,3167,12.16,100,744.8633,0.338611,18.86,0.089,290.8442
Station1,53.480759,-2.242631,2014-05-24 06:10:00,3168,12.18,100,744.9041,0.8352359,18.85,0.132,290.6494
Station1,53.480759,-2.242631,2014-05-24 06:15:00,3169,12.22,100,744.9699,1.478592,18.85,0,0
Station1,53.480759,-2.242631,2014-05-24 06:20:00,3170,12.26,100,745.013,2.302567,18.84,0,0
Station1,53.480759,-2.242631,2014-05-24 06:25:00,3171,12.27,100,745.0447,5.835466,18.83,0,0
Station1,53.480759,-2.242631,2014-05-24 06:30:00,3172,12.31,100,745.0697,9.063506,18.83,0,0
Station1,53.480759,-2.242631,2014-05-24 06:35:00,3173,12.35,100,745.1581,10.88056,18.82,0,0
Station1,53.480759,-2.242631,2014-05-24 06:40:00,3174,12.39,100,745.2648,10.29364,18.81,0,0
Station1,53.480759,-2.242631,2014-05-24 06:45:00,3175,12.48,100,745.3646,9.966314,18.8,0,0
Station1,53.480759,-2.242631,2014-05-24 06:50:00,3176,12.49,100,745.4485,10.48548,18.8,0,0
Station1,53.480759,-2.242631,2014-05-24 06:55:00,3177,12.53,99.9,745.4508,13.49904,18.79,0.175,81.8931
Station1,53.480759,-2.242631,2014-05-24 07:00:00,3178,12.59,99.9,745.478,17.84455,18.78,0.012,79.17793
Station1,53.480759,-2.242631,2014-05-24 07:05:00,3179,12.61,99.7,745.5438,24.21033,18.78,0.143,86.19289
Station1,53.480759,-2.242631,2014-05-24 07:10:00,3180,12.61,99.3,745.5665,39.89874,18.77,0.642,92.26438
Station1,53.480759,-2.242631,2014-05-24 07:15:00,3181,12.6,98.5,745.6073,54.60564,18.76,0.602,81.71017
Station1,53.480759,-2.242631,2014-05-24 07:20:00,3182,12.74,98.4,745.6586,62.77745,18.76,0.024,103.4311
Station1,53.480759,-2.242631,2014-05-24 07:25:00,3183,12.84,98.4,745.7215,71.11868,18.75,0,0
Station1,53.480759,-2.242631,2014-05-24 07:30:00,3184,12.86,97.6,745.7177,81.14156,18.74,0,0
Station1,53.480759,-2.242631,2014-05-24 07:35:00,3185,12.91,97.1,745.7665,88.8279,18.74,0,0
Station1,53.480759,-2.242631,2014-05-24 07:40:00,3186,13.05,96.1,745.8507,87.33791,18.73,0,0
Station1,53.480759,-2.242631,2014-05-24 07:45:00,3187,13.16,95,745.8591,77.3943,18.72,0,0
Station1,53.480759,-2.242631,2014-05-24 07:50:00,3188,13.26,95.3,745.8461,82.59603,18.72,0,0
Station1,53.480759,-2.242631,2014-05-24 07:55:00,3189,13.31,94.5,745.941,114.9776,18.71,0.115,25.74479
Station1,53.480759,-2.242631,2014-05-24 08:00:00,3190,13.44,94.7,745.9884,153.3706,18.7,0.482,7.637368
Station1,53.480759,-2.242631,2014-05-24 08:05:00,3191,13.66,92.6,746.0151,176.0847,18.7,0.199,10.25408
Station1,53.480759,-2.242631,2014-05-24 08:10:00,3192,13.9,90.6,746.1061,214.021,18.69,0.229,41.77406
Station1,53.480759,-2.242631,2014-05-24 08:15:00,3193,14.16,90.4,746.1066,217.9563,18.68,0.424,321.3637
Station1,53.480759,-2.242631,2014-05-24 08:20:00,3194,14.3,89.9,746.181,193.8131,18.67,0.474,306.4604
Station1,53.480759,-2.242631,2014-05-24 08:25:00,3195,14.22,91.2,746.2114,190.9507,18.67,0.845,333.1943
Station1,53.480759,-2.242631,2014-05-24 08:30:00,3196,14.45,90.6,746.2416,210.803,18.67,0.265,292.8
Station1,53.480759,-2.242631,2014-05-24 08:35:00,3197,14.63,89.9,746.3066,236.7079,18.66,0.861,300.8089
Station1,53.480759,-2.242631,2014-05-24 08:40:00,3198,14.61,86.9,746.3528,213.5668,18.65,0.405,26.28541
Station1,53.480759,-2.242631,2014-05-24 08:45:00,3199,14.76,88.1,746.3271,298.5829,18.64,0.505,38.58733
Station1,53.480759,-2.242631,2014-05-24 08:50:00,3200,15.15,86.3,746.2899,282.468,18.64,0.706,48.94976
Station1,53.480759,-2.242631,2014-05-24 08:55:00,3201,15.09,85.4,746.2709,240.6644,18.64,0.687,351.9313
Station1,53.480759,-2.242631,2014-05-24 09:00:00,3202,15.02,85.3,746.3304,233.3178,18.63,0.412,338.6569
Station1,53.480759,-2.242631,2014-05-24 09:05:00,3203,15.32,81.8,746.3396,245.4536,18.62,0.513,266.0752
Station1,53.480759,-2.242631,2014-05-24 09:10:00,3204,15.22,83.4,746.3453,227.174,18.62,0.967,290.98
Station1,53.480759,-2.242631,2014-05-24 09:15:00,3205,15.02,82.7,746.3248,228.4242,18.61,0.826,327.6003
Station1,53.480759,-2.242631,2014-05-24 09:20:00,3206,15.05,80.4,746.3294,230.2989,18.6,0.794,320.8954
Station1,53.480759,-2.242631,2014-05-24 09:25:00,3207,15.3,79.85,746.3152,260.4414,18.6,0.628,304.7619
Station1,53.480759,-2.242631,2014-05-24 09:30:00,3208,15.49,78.69,746.3159,336.4585,18.59,1.007,330.1601
Station1,53.480759,-2.242631,2014-05-24 09:35:00,3209,15.52,75.14,746.3163,403.2278,18.58,0.877,310.3309
Station1,53.480759,-2.242631,2014-05-24 09:40:00,3210,15.95,72.51,746.3054,633.2781,18.57,1.215,313.7916
Station1,53.480759,-2.242631,2014-05-24 09:45:00,3211,16.37,70.7,746.2987,705.5873,18.57,1.092,329.4395
Station1,53.480759,-2.242631,2014-05-24 09:50:00,3212,16.83,69.94,746.2639,569.2913,18.57,1.05,270.616
Station1,53.480759,-2.242631,2014-05-24 09:55:00,3213,17.02,69.84,746.2103,617.8066,18.57,1.031,284.8103
Station1,53.480759,-2.242631,2014-05-24 10:00:00,3214,17.29,71.13,746.1507,601.0402,18.56,1.398,318.4571
Station1,53.480759,-2.242631,2014-05-24 10:05:00,3215,16.84,70.04,746.1443,550.846,18.56,1.292,304.093
Station1,53.480759,-2.242631,2014-05-24 10:10:00,3216,16.63,71.41,746.1364,428.8859,18.56,1.3,304.6066
Station1,53.480759,-2.242631,2014-05-24 10:15:00,3217,17.07,72.48,746.1162,468.6672,18.55,0.869,233.9699
Station1,53.480759,-2.242631,2014-05-24 10:20:00,3218,17.49,68.93,746.0662,569.7965,18.54,1.079,282.752
Station1,53.480759,-2.242631,2014-05-24 10:25:00,3219,17.42,67.33,745.995,510.0001,18.53,1.047,250.6453
Station1,53.480759,-2.242631,2014-05-24 10:30:00,3220,17.78,64.17,745.9734,616.9213,18.53,0.742,174.7969
Station1,53.480759,-2.242631,2014-05-24 10:35:00,3221,18.64,66.08,745.8599,806.0079,18.53,1.007,257.8419
Station1,53.480759,-2.242631,2014-05-24 10:40:00,3222,19.08,62.62,745.8029,668.6823,18.52,0.911,179.9679
Station1,53.480759,-2.242631,2014-05-24 10:45:00,3223,18.89,62.12,745.7952,607.785,18.52,1.537,292.601
Station1,53.480759,-2.242631,2014-05-24 10:50:00,3224,17.87,64.11,745.8094,283.0102,18.52,1.635,274.8556
Station1,53.480759,-2.242631,2014-05-24 10:55:00,3225,17.1,66.89,745.7748,289.7247,18.51,1.159,282.5831
Station1,53.480759,-2.242631,2014-05-24 11:00:00,3226,17.21,68.6,745.7054,323.39,18.51,1.207,280.0707
Station1,53.480759,-2.242631,2014-05-24 11:05:00,3227,17.4,68.5,745.6662,343.7785,18.5,0.805,250.4471
Station1,53.480759,-2.242631,2014-05-24 11:10:00,3228,17.56,68.13,745.6251,398.082,18.5,1.135,273.6951
Station1,53.480759,-2.242631,2014-05-24 11:15:00,3229,17.86,67.89,745.5547,445.544,18.49,1.071,255.2572
Station1,53.480759,-2.242631,2014-05-24 11:20:00,3230,17.92,67.43,745.5184,468.8863,18.49,1.068,292.908
Station1,53.480759,-2.242631,2014-05-24 11:25:00,3231,18.16,66.45,745.4119,426.9014,18.49,0.879,223.3151
